user_id,tweet,features__name,features__id,features__screen_name,features__tweets,features__location,features__primary_geo,features__geo_type,state
15370797,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Jorge Trinado,15370797,Qurtubas,1,Cordoba,Cordoba,User location,
21250716,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Mark Phillips,21250716,BrotherMark,1,"Richmond, Indiana","Richmond, Indiana",User location,Indiana
963401670,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z","Crystal Dilworth, PhD",963401670,PolycrystalhD,1,✈️ LAX,✈️ LAX,User location,
103079866,December's Spring https://t.co/mJY2SJAbcB via @jjunebrown,Karen R. Sanderson,103079866,KRS_RogueShark,1,"Minot, ND, USA","Minot, ND, USA",User location, North Dakota
94534890,"RT @KHayhoe: What IS global warming, anyways? My one-minute explanation (with super cute cartoons): https://t.co/g6peuaggZL",Dave Smithey,94534890,MovingRocks,1,Los Angeles,Los Angeles,User location, California
14180501,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Hugh (Hugues) Devaux,14180501,hdex,1,"Sydney, Australia","Sydney, Australia",User location,
153065866,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Ryan Williams,153065866,ryanwetwilly,1,Dorset,Dorset,User location,
33161161,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Amanda Kelly,33161161,pomegranate02,1,"Melbourne, Australia","Melbourne, Australia",User location,
2180485549,Climatologist breaks the silence on Global Warming\nhttps://t.co/YOYDWGfdz3,Lisa Teonly 🇨🇦,2180485549,LisaTeonly,1,"Ontario, Canada","Ontario, Canada",User location,
7628052,"@SpeakerRyan: Your plan is to cut taxes for the wealthy, cut social programs that give people a leg up, and ignore global warming 4eva.",Bryce Anderson,7628052,darth_schmoo,1,"Salt Lake City, Utah","Salt Lake City, Utah",User location, Utah
51413164,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",G Krank,51413164,GNious,1,"ÜT: 50.840306,4.419336","ÜT: 50.840306,4.419336",User location,
134743819,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Manu C. A.,134743819,beatnikqueen,1,"Bruxelles, Belgique","Bruxelles, Belgique",User location,
332494453,RT @lowkell: Treating Global Warming Denialism Like a Sex Scandal @HuffPostBlog https://t.co/Mg1ZRsieDE via @HuffPostBiz,Kindler,332494453,progressive_va,1,Virginia,Virginia,User location,Virginia
3889878142,Obama cares more about global warming than fighting ISIS? #DonaldTrump believes so,Chris Snyder,3889878142,ChrisSnyderFox,1,"New York, NY","New York, NY",User location, New York
16224675,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Jordan Pouille,16224675,jordanpouille,1,"Blois, France","Blois, France",User location,
161025830,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Laura,161025830,cheesy_badgers,1,On the other side of the rain,On the other side of the rain,User location,
876158983,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",bichette en sucre 3000,876158983,rudetaco,1,tri-county,tri-county,User location,
2279032932,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Serf Life Saver,2279032932,OccupiedOutback,1,NSW Australia,NSW Australia,User location,
3680356815,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Mobilized Minuteman,3680356815,Spiritof1776MM,1,The Third State,The Third State,User location,
527276621,EPA Warns: Holiday Leftovers Contribute to Global Warming https://t.co/lBdisW95mF via @po_st,John Oliver,527276621,sokeijarhead,2,"Okinawa,Japan","Okinawa,Japan",User location,
293271375,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Charles Laforet☘️,293271375,chlaforet,1,"Kitchener, Ontario","Kitchener, Ontario",User location,
164662932,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Gerrit Rentier,164662932,GerritRentier,1,"Middelburg, Zeeland,  NL, EU","Middelburg, Zeeland,  NL, EU",User location,
28862210,Temp Data Irrefutable Scientists Still Can’t Explain 2 pauses in Global Warming including the 30 year ‘Grand Hiatus’ https://t.co/xNMgyau9IH,mathewsjw,28862210,mathewsjw,1,"portland, oregon","portland, oregon",User location, Oregon
843457075,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Bored_Monkey,843457075,boredmonkey16,1,Canberra,Canberra,User location,
437375008,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Jon price,437375008,Jonp82,1,"Manchester, England","Manchester, England",User location,
587699751,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",ellie,587699751,elliejwilson,1,yorkshire ,yorkshire ,User location,
306436630,Just 90 companies caused two-thirds of man-made global warming emissions https://t.co/R6w1c2DqPj via @MotherJones,Queenadalite,306436630,queenadalite,1,*still lurking for you*,*still lurking for you*,User location,
3728757857,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Hollie,3728757857,hollietucker88,1,"Hastings, England","Hastings, England",User location,
110512854,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",James Marshall-Hedges,110512854,hedgeryhoops,1,London,London,User location,
36533213,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Kimmaree,36533213,kimmaree_tweet,1,"Sydney + Byron Bay, Australia","Sydney + Byron Bay, Australia",User location,
2466698762,James Lovelock: 'enjoy life while you can: in 20 years global warming will hit the fan' https://t.co/y7HG66Q7pU,Pearl Orlind Bailey,2466698762,perorbailey,1,usa,usa,User location,
413082276,@TrickyBee @YouTube You'd get pilloried for contributing to global warming lol,Sam S,413082276,SammieSpence,1,England,England,User location,
34954719,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",And roux my cloud (tu),34954719,LaughOutMacLeod,1,"Aberdeen, Scotland","Aberdeen, Scotland",User location,
19656582,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Jordan Goodrich,19656582,Jgoodrich,1,Newcastle upon Tyne,Newcastle upon Tyne,User location,
3301022112,RT @DailyCaller: Paper: Scientists Still Can’t Explain The ‘Grand Hiatus’ In Global Warming https://t.co/hQlVZxFfTZ #ClimateChange https://…,Celtic Crab,3301022112,crabbydick,1,NY CO FL,NY CO FL,User location,
16186916,Treating Global Warming Denialism Like a Sex Scandal @HuffPostBlog https://t.co/Mg1ZRsieDE via @HuffPostBiz,lowkell,16186916,lowkell,1,Virginia,Virginia,User location,Virginia
616702409,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Helen Murti,616702409,HMMurti,1,"Awabakal Land, Always was, always will be","Awabakal Land, Always was, always will be",User location,
920149770,My head hurts so bad I feel like I'm global warming,QT,920149770,tayblaker,1,thumbs up,thumbs up,User location,
201809798,"RT @shariv67: Excuse me, sir. Do you have a minute to talk about global warming? https://t.co/wAtiZmSR2Z",Ken Shrimp Lobster,201809798,LEGENDofKEN,1,Northeast Region,Northeast Region,User location,
226450512,Global warming is real af,"Mykul, The Crawford",226450512,mykuuul,1,"Fountain Square, Indianapolis","Fountain Square, Indianapolis",User location,Indiana
